,PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1666,895.0,-200.0,3.3,672.0,19.0,941.0,36.0,1469.0,703.0,27.1,47.4,1.6809
1667,1194.0,-200.0,9.3,950.0,434.0,667.0,100.0,1433.0,1043.0,14.4,82.7,1.3496
1668,1274.0,-200.0,16.6,1197.0,192.0,626.0,120.0,2023.0,1356.0,24.7,47.1,1.44
1669,1296.0,-200.0,16.9,1208.0,231.0,603.0,115.0,1914.0,1593.0,25.9,37.4,1.2289
1670,1115.0,-200.0,14.7,1140.0,133.0,682.0,129.0,1746.0,1020.0,41.1,16.5,1.2701
1671,912.0,-200.0,3.9,706.0,34.0,891.0,55.0,1500.0,1022.0,25.6,45.8,1.4801
1672,,,,,,,,,,,,
1673,1259.0,-200.0,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989
1674,897.0,29.0,1.3,529.0,41.0,1462.0,69.0,1101.0,693.0,12.2,37.2,0.5277
1675,937.0,-200.0,7.9,893.0,123.0,1106.0,112.0,1463.0,783.0,20.8,33.2,0.8061
1676,1432.0,-200.0,15.0,1150.0,547.0,527.0,204.0,1393.0,1818.0,14.0,52.0,0.8288
1677,1105.0,-200.0,12.7,1074.0,-200.0,712.0,-200.0,1457.0,1050.0,18.2,46.0,0.9538
1678,1411.0,-200.0,20.5,1311.0,707.0,487.0,159.0,1589.0,1537.0,6.5,80.0,0.7789
1679,1250.0,-200.0,10.3,989.0,327.0,665.0,88.0,1343.0,1204.0,10.6,79.4,1.0133
1680,937.0,-200.0,2.2,600.0,-200.0,985.0,-200.0,873.0,885.0,4.7,53.1,0.4589
1681,1472.0,-200.0,19.8,1290.0,523.0,510.0,95.0,1942.0,1420.0,21.8,72.7,1.8789
1682,1263.0,-200.0,12.7,1074.0,708.0,614.0,283.0,1198.0,1403.0,2.0,63.6,0.4564
1683,1438.0,156.0,12.0,1051.0,180.0,943.0,128.0,1668.0,1206.0,21.3,30.8,0.7696
1684,934.0,-200.0,8.3,911.0,85.0,857.0,64.0,1639.0,863.0,18.6,56.0,1.1865
1685,1366.0,-200.0,15.7,1171.0,132.0,693.0,103.0,1933.0,1068.0,24.5,39.4,1.1963
1686,1256.0,-200.0,12.2,1056.0,469.0,582.0,138.0,1230.0,1575.0,6.4,63.9,0.6192
1687,1010.0,-200.0,10.8,1006.0,102.0,779.0,100.0,1589.0,1000.0,24.5,35.7,1.0807
1688,863.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683
1689,947.0,-200.0,6.2,821.0,-200.0,900.0,-200.0,1302.0,697.0,21.5,42.6,1.0798
1690,979.0,-200.0,2.2,602.0,147.0,925.0,103.0,993.0,928.0,4.0,75.2,0.6161
1691,861.0,51.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4,43.0,0.7482
1692,1139.0,-200.0,13.8,1109.0,159.0,1118.0,135.0,1436.0,1292.0,28.8,21.1,0.8193
1693,-200.0,-200.0,-200.0,-200.0,58.0,-200.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0
1694,995.0,-200.0,5.1,769.0,48.0,882.0,46.0,1576.0,615.0,36.6,30.8,1.8617
1695,918.0,-200.0,5.8,805.0,43.0,816.0,55.0,1571.0,759.0,25.4,55.1,1.7628
1696,1119.0,-200.0,10.2,984.0,311.0,688.0,90.0,1539.0,1082.0,20.1,66.7,1.5548
1697,1083.0,-200.0,9.3,951.0,223.0,880.0,131.0,1393.0,1054.0,25.1,35.7,1.1222
1698,-200.0,-200.0,-200.0,-200.0,540.0,-200.0,170.0,-200.0,-200.0,-200.0,-200.0,-200.0
1699,1358.0,-200.0,21.3,1331.0,531.0,459.0,214.0,1518.0,1523.0,20.2,29.3,0.686
1700,917.0,-200.0,2.7,635.0,19.0,1006.0,34.0,1421.0,727.0,26.3,40.9,1.3803
1701,899.0,-200.0,4.0,708.0,40.0,972.0,44.0,1559.0,780.0,21.3,56.7,1.4178
1702,1120.0,-200.0,8.8,931.0,118.0,886.0,89.0,1652.0,971.0,21.6,46.1,1.1725
1703,1480.0,-200.0,26.2,1460.0,357.0,494.0,189.0,2238.0,2028.0,29.4,33.6,1.3526
1704,1126.0,347.0,13.0,1083.0,116.0,875.0,93.0,1654.0,955.0,14.8,39.5,0.6595
1705,943.0,-200.0,8.0,900.0,-200.0,816.0,-200.0,1129.0,1064.0,8.5,59.7,0.6649
1706,854.0,-200.0,2.9,645.0,-200.0,954.0,-200.0,1399.0,602.0,22.5,60.9,1.6424
1707,1396.0,-200.0,20.3,1306.0,361.0,587.0,189.0,1934.0,1886.0,33.4,26.8,1.3586
1708,990.0,-200.0,9.4,956.0,216.0,872.0,82.0,1476.0,826.0,23.6,43.2,1.2433
1709,1261.0,-200.0,15.0,1148.0,312.0,585.0,111.0,1733.0,1287.0,27.2,48.5,1.7172
1710,962.0,-200.0,5.8,803.0,43.0,853.0,60.0,1507.0,1066.0,27.5,34.0,1.231
1711,1283.0,-200.0,11.7,1039.0,500.0,549.0,168.0,1308.0,1724.0,14.7,41.2,0.6857
1712,-200.0,-200.0,-200.0,-200.0,1018.0,-200.0,212.0,-200.0,-200.0,-200.0,-200.0,-200.0
1713,884.0,-200.0,4.3,729.0,-200.0,920.0,-200.0,1389.0,837.0,22.9,45.7,1.2621
1714,1031.0,-200.0,3.0,652.0,173.0,803.0,101.0,1256.0,775.0,14.4,78.0,1.2741
1715,919.0,-200.0,5.6,795.0,315.0,2327.0,110.0,998.0,822.0,12.3,35.8,0.5086
1716,1080.0,-200.0,5.1,768.0,237.0,732.0,140.0,924.0,1305.0,3.6,51.7,0.4123
1717,1440.0,-200.0,30.2,1556.0,310.0,517.0,142.0,2530.0,1561.0,22.9,52.4,1.4442
1718,1047.0,-200.0,6.7,844.0,363.0,784.0,196.0,979.0,987.0,6.1,39.9,0.3781
1719,1263.0,-200.0,14.8,1143.0,-200.0,578.0,-200.0,1736.0,1310.0,26.6,49.3,1.6872
1720,1308.0,-200.0,20.5,1310.0,250.0,628.0,200.0,1891.0,1385.0,39.1,16.9,1.1705
1721,1202.0,-200.0,10.3,989.0,-200.0,775.0,-200.0,1506.0,1303.0,24.0,40.8,1.1993
1722,1202.0,-200.0,12.1,1055.0,433.0,534.0,158.0,1458.0,1293.0,18.6,49.5,1.052
1723,1125.0,-200.0,12.2,1056.0,-200.0,645.0,-200.0,1716.0,929.0,33.8,29.2,1.5143
1724,921.0,-200.0,5.6,792.0,72.0,943.0,72.0,1595.0,799.0,23.5,47.6,1.3611
1725,-200.0,-200.0,-200.0,-200.0,379.0,-200.0,143.0,-200.0,-200.0,-200.0,-200.0,-200.0
1726,880.0,-200.0,3.4,677.0,24.0,1109.0,36.0,1500.0,554.0,26.2,43.6,1.4599
1727,1043.0,-200.0,14.7,1139.0,-200.0,876.0,-200.0,1756.0,1001.0,27.2,28.3,1.0016
1728,-200.0,-200.0,-200.0,-200.0,233.0,-200.0,149.0,-200.0,-200.0,-200.0,-200.0,-200.0
1729,889.0,-200.0,4.0,710.0,-200.0,889.0,-200.0,1566.0,713.0,25.9,55.1,1.8117
1730,1279.0,325.0,14.5,1131.0,180.0,775.0,124.0,1758.0,1243.0,14.5,49.7,0.8177
1731,-200.0,-200.0,-200.0,-200.0,178.0,-200.0,134.0,-200.0,-200.0,-200.0,-200.0,-200.0
1732,1102.0,-200.0,6.9,855.0,258.0,763.0,98.0,1279.0,1039.0,17.3,53.3,1.0407
1733,1108.0,-200.0,11.7,1040.0,145.0,767.0,95.0,1748.0,1051.0,20.3,44.1,1.0392
1734,1057.0,-200.0,8.9,935.0,368.0,720.0,211.0,982.0,1236.0,5.0,37.4,0.329
1735,1185.0,245.0,10.4,992.0,138.0,942.0,97.0,1448.0,1014.0,20.9,21.7,0.5295
1736,1035.0,-200.0,4.8,755.0,-200.0,997.0,-200.0,1521.0,608.0,15.6,65.8,1.1577
1737,830.0,-200.0,3.8,699.0,90.0,1012.0,54.0,1339.0,736.0,18.8,59.5,1.2758
1738,734.0,-200.0,0.8,478.0,51.0,2294.0,39.0,805.0,378.0,11.7,38.1,0.5223
1739,1202.0,-200.0,14.3,1126.0,359.0,606.0,115.0,1480.0,1212.0,15.4,57.9,1.0068
1740,1052.0,-200.0,9.4,956.0,-200.0,675.0,-200.0,1581.0,987.0,25.0,47.6,1.4872
1741,1194.0,-200.0,13.0,1083.0,128.0,685.0,139.0,1632.0,1060.0,38.9,18.0,1.2318
1742,943.0,-200.0,7.2,867.0,-200.0,834.0,-200.0,1314.0,891.0,14.8,57.3,0.9603
1743,882.0,-200.0,2.9,648.0,34.0,1023.0,55.0,1338.0,666.0,23.3,39.5,1.1176
1744,1259.0,-200.0,15.9,1178.0,191.0,722.0,89.0,2060.0,1367.0,21.6,61.8,1.5775
1745,1097.0,-200.0,7.4,875.0,261.0,778.0,125.0,1080.0,1151.0,8.6,43.6,0.4887
1746,1374.0,415.0,14.1,1121.0,180.0,771.0,146.0,1685.0,1399.0,18.5,43.0,0.9074
1747,1313.0,-200.0,19.5,1283.0,236.0,671.0,100.0,2180.0,1299.0,17.1,79.8,1.542
1748,1312.0,322.0,11.8,1041.0,121.0,821.0,103.0,1712.0,1073.0,15.5,50.8,0.8881
1749,1028.0,-200.0,7.8,890.0,180.0,733.0,51.0,1525.0,1323.0,19.4,75.1,1.6766
1750,927.0,-200.0,7.3,868.0,255.0,847.0,117.0,1155.0,864.0,12.7,51.2,0.7505
1751,1262.0,-200.0,8.3,911.0,95.0,948.0,99.0,1545.0,1062.0,13.1,64.2,0.9606
1752,1527.0,-200.0,24.6,1419.0,-200.0,476.0,-200.0,1966.0,1507.0,28.7,37.3,1.4486
1753,1018.0,-200.0,7.5,879.0,-200.0,950.0,-200.0,1574.0,685.0,18.5,45.5,0.9606
1754,944.0,-200.0,3.8,697.0,243.0,881.0,167.0,1022.0,688.0,3.1,83.0,0.6419
1755,1432.0,-200.0,36.9,1706.0,702.0,488.0,204.0,2098.0,1842.0,24.7,27.9,0.8559
1756,1422.0,-200.0,15.8,1175.0,471.0,474.0,163.0,1647.0,1483.0,21.1,47.8,1.1813
1757,1070.0,-200.0,6.9,852.0,97.0,704.0,85.0,1639.0,867.0,28.1,48.0,1.7933
1758,1295.0,-200.0,13.2,1090.0,459.0,553.0,155.0,1479.0,1441.0,14.3,61.2,0.9941
1759,903.0,-200.0,3.2,662.0,16.0,932.0,24.0,1590.0,760.0,26.4,61.6,2.0931
1760,1121.0,-200.0,4.9,757.0,156.0,672.0,83.0,1293.0,1113.0,16.1,70.0,1.2739
1761,1050.0,-200.0,3.1,660.0,173.0,860.0,113.0,1071.0,526.0,12.3,56.0,0.7958
1762,1355.0,-200.0,18.1,1244.0,644.0,536.0,212.0,1454.0,1715.0,10.6,55.3,0.7058
1763,906.0,-200.0,4.1,714.0,56.0,1163.0,67.0,1351.0,544.0,19.2,37.9,0.8352
1764,1073.0,-200.0,10.9,1009.0,206.0,639.0,105.0,1655.0,955.0,25.2,50.1,1.58
1765,,,,,,,,,,,,
1766,892.0,-200.0,6.9,853.0,-200.0,1080.0,-200.0,1509.0,666.0,26.0,29.4,0.976
1767,,,,,,,,,,,,
1768,1053.0,-200.0,13.1,1087.0,163.0,763.0,106.0,1762.0,1023.0,34.9,20.5,1.1279
1769,909.0,41.0,2.5,617.0,34.0,1236.0,49.0,1302.0,558.0,14.7,49.9,0.828
1770,918.0,-200.0,4.2,721.0,57.0,1069.0,58.0,1353.0,785.0,13.8,51.4,0.8059
1771,900.0,-200.0,2.0,582.0,107.0,1081.0,85.0,792.0,377.0,11.2,33.8,0.449
1772,1093.0,-200.0,6.5,836.0,414.0,728.0,232.0,1142.0,1025.0,4.6,82.0,0.6997
1773,883.0,-200.0,5.4,782.0,-200.0,958.0,-200.0,1395.0,571.0,27.3,31.0,1.111
1774,1502.0,-200.0,29.8,1546.0,337.0,538.0,223.0,2199.0,1919.0,35.6,20.4,1.1646
1775,914.0,-200.0,4.5,739.0,-200.0,870.0,-200.0,1025.0,714.0,11.6,46.8,0.6397
1776,755.0,-200.0,3.6,690.0,157.0,1653.0,80.0,750.0,467.0,14.9,17.1,0.2875
1777,1088.0,-200.0,7.1,862.0,93.0,786.0,102.0,1519.0,1110.0,25.7,34.8,1.1292
1778,989.0,-200.0,5.6,793.0,-200.0,815.0,-200.0,1052.0,862.0,9.4,42.5,0.5038
1779,1459.0,-200.0,22.2,1356.0,-200.0,525.0,-200.0,1795.0,1712.0,20.2,53.0,1.2407
1780,1335.0,-200.0,14.6,1137.0,-200.0,563.0,-200.0,1729.0,1293.0,26.3,46.0,1.5478
1781,1276.0,-200.0,18.0,1241.0,274.0,642.0,171.0,2024.0,1784.0,34.2,30.7,1.6252
1782,1015.0,-200.0,12.3,1062.0,127.0,877.0,120.0,1668.0,847.0,36.4,15.1,0.9005
1783,1107.0,-200.0,6.0,810.0,229.0,677.0,114.0,1311.0,1016.0,14.5,68.9,1.1298
1784,1132.0,-200.0,6.6,837.0,384.0,694.0,208.0,1199.0,1062.0,7.7,67.6,0.7133
1785,1128.0,-200.0,14.3,1126.0,269.0,725.0,136.0,1856.0,1316.0,27.1,31.7,1.1147
1786,753.0,9.0,0.7,462.0,16.0,1822.0,25.0,955.0,274.0,13.9,30.9,0.4868
1787,1095.0,-200.0,11.3,1024.0,360.0,708.0,121.0,1219.0,1246.0,8.1,53.2,0.5746
1788,951.0,-200.0,2.0,583.0,89.0,905.0,63.0,1212.0,624.0,13.9,79.6,1.2616
1789,1188.0,-200.0,13.7,1108.0,178.0,693.0,132.0,1818.0,1275.0,34.2,27.2,1.4404
1790,1111.0,-200.0,10.3,988.0,77.0,728.0,96.0,1619.0,1336.0,29.2,33.1,1.3202
1791,924.0,-200.0,3.3,673.0,28.0,1247.0,36.0,1346.0,430.0,28.8,22.7,0.8864
1792,838.0,-200.0,4.1,719.0,27.0,949.0,49.0,1466.0,707.0,25.8,40.9,1.3377
1793,825.0,-200.0,4.2,720.0,38.0,1129.0,55.0,1511.0,678.0,21.0,51.9,1.2794
1794,1314.0,107.0,9.7,966.0,228.0,897.0,89.0,1710.0,1235.0,11.3,70.2,0.9401
1795,1143.0,-200.0,11.8,1043.0,-200.0,643.0,-200.0,1747.0,1079.0,29.9,39.6,1.6397
1796,819.0,-200.0,2.2,597.0,-200.0,1112.0,-200.0,1281.0,613.0,19.9,62.3,1.4363
1797,859.0,35.0,2.2,602.0,24.0,1209.0,40.0,1321.0,644.0,14.7,56.2,0.9341
1798,-200.0,-200.0,-200.0,-200.0,532.0,-200.0,184.0,-200.0,-200.0,-200.0,-200.0,-200.0
1799,943.0,-200.0,6.1,816.0,-200.0,828.0,-200.0,1033.0,868.0,8.8,42.0,0.4773
1800,1219.0,-200.0,12.7,1074.0,-200.0,805.0,-200.0,1532.0,1191.0,31.9,24.7,1.1477
1801,1898.0,341.0,23.1,1381.0,325.0,681.0,173.0,2103.0,1905.0,17.6,46.1,0.921
1802,1131.0,-200.0,8.8,932.0,104.0,854.0,86.0,1693.0,1048.0,19.4,54.6,1.2184
1803,988.0,-200.0,5.2,774.0,206.0,842.0,89.0,1189.0,841.0,10.4,77.3,0.9709
1804,1622.0,-200.0,20.5,1312.0,765.0,477.0,187.0,1727.0,1804.0,16.4,68.2,1.2662
1805,827.0,-200.0,3.6,687.0,225.0,1015.0,123.0,727.0,573.0,1.0,36.6,0.2456
1806,1066.0,-200.0,6.9,855.0,101.0,803.0,61.0,1712.0,929.0,33.4,39.9,2.0177
1807,1014.0,-200.0,9.4,954.0,118.0,865.0,103.0,1697.0,818.0,29.4,32.9,1.3244
1808,1075.0,-200.0,10.5,998.0,-200.0,914.0,-200.0,1574.0,800.0,25.8,26.1,0.854
1809,1162.0,-200.0,18.5,1253.0,173.0,796.0,138.0,1595.0,1248.0,32.6,9.3,0.4499
1810,1181.0,-200.0,10.2,985.0,433.0,629.0,120.0,1312.0,1240.0,8.5,76.9,0.8557
1811,1195.0,-200.0,24.8,1424.0,260.0,609.0,119.0,2244.0,1489.0,23.7,39.9,1.1508
1812,1160.0,-200.0,5.1,770.0,212.0,702.0,121.0,1063.0,1447.0,2.8,74.1,0.5618
1813,921.0,-200.0,7.0,856.0,98.0,1163.0,93.0,1437.0,681.0,21.7,32.2,0.825
1814,,,,,,,,,,,,
1815,1094.0,-200.0,10.5,996.0,76.0,876.0,53.0,1807.0,864.0,27.2,42.5,1.5135
1816,922.0,-200.0,3.2,664.0,110.0,973.0,137.0,1503.0,644.0,27.0,48.3,1.6946
1817,1100.0,-200.0,6.7,842.0,309.0,774.0,89.0,1296.0,882.0,12.0,80.0,1.1167
1818,996.0,-200.0,5.3,781.0,177.0,806.0,124.0,985.0,631.0,26.5,16.4,0.5594
1819,1195.0,-200.0,11.3,1026.0,-200.0,637.0,-200.0,1342.0,1150.0,12.0,60.8,0.852
1820,911.0,-200.0,4.8,753.0,103.0,934.0,55.0,1496.0,865.0,21.9,67.1,1.7394
1821,1018.0,-200.0,5.5,790.0,69.0,1047.0,67.0,1443.0,580.0,25.9,28.1,0.9258
1822,1454.0,535.0,15.4,1162.0,188.0,682.0,114.0,1915.0,1457.0,18.0,51.5,1.0552
1823,1024.0,-200.0,4.0,709.0,142.0,798.0,109.0,1120.0,884.0,9.8,61.2,0.7413
1824,906.0,-200.0,6.6,838.0,117.0,1084.0,88.0,1547.0,694.0,23.7,36.8,1.0609
1825,1294.0,-200.0,21.2,1330.0,676.0,535.0,193.0,1363.0,1725.0,11.4,28.7,0.3865
1826,1956.0,-200.0,45.2,1877.0,1389.0,347.0,255.0,2338.0,2465.0,15.5,62.8,1.0979
1827,1290.0,-200.0,18.5,1253.0,371.0,550.0,135.0,1807.0,1332.0,20.2,72.3,1.6893
1828,1031.0,-200.0,9.1,945.0,100.0,806.0,86.0,1697.0,964.0,24.6,44.9,1.3661
1829,708.0,-200.0,0.5,437.0,-200.0,1941.0,-200.0,1227.0,334.0,19.0,49.0,1.063
1830,1442.0,-200.0,20.2,1301.0,231.0,704.0,146.0,1952.0,1372.0,15.8,50.3,0.8989
1831,1083.0,-200.0,7.0,856.0,252.0,720.0,148.0,1010.0,975.0,8.2,41.8,0.4563
1832,1114.0,-200.0,12.8,1077.0,319.0,633.0,121.0,1705.0,1199.0,29.1,35.4,1.4008
1833,1192.0,-200.0,6.4,832.0,282.0,646.0,155.0,1253.0,1167.0,11.6,68.3,0.9314
1834,1013.0,-200.0,7.2,864.0,59.0,819.0,75.0,1544.0,644.0,40.5,23.3,1.7416
1835,1131.0,-200.0,13.1,1087.0,164.0,705.0,131.0,1738.0,1240.0,24.0,37.8,1.1125
1836,966.0,-200.0,4.3,726.0,120.0,872.0,60.0,1371.0,892.0,19.0,70.3,1.5308
1837,1421.0,-200.0,15.8,1172.0,563.0,474.0,184.0,1513.0,1726.0,21.4,38.7,0.9724
1838,926.0,-200.0,7.3,868.0,80.0,1048.0,75.0,1599.0,687.0,27.6,35.1,1.2764
1839,1166.0,-200.0,8.9,935.0,357.0,756.0,114.0,1301.0,1135.0,16.5,55.3,1.0267
1840,1349.0,251.0,13.4,1097.0,148.0,707.0,100.0,1763.0,1442.0,16.1,57.4,1.0451
1841,1423.0,394.0,18.3,1247.0,245.0,706.0,142.0,1887.0,1684.0,23.7,31.0,0.8968
1842,1268.0,-200.0,16.0,1179.0,511.0,545.0,69.0,1753.0,1294.0,18.2,72.8,1.5048
1843,1119.0,-200.0,13.1,1088.0,155.0,741.0,149.0,1640.0,1124.0,40.4,14.5,1.0736
1844,1070.0,-200.0,7.6,883.0,-200.0,942.0,-200.0,1625.0,925.0,10.3,79.4,0.9927
1845,1778.0,-200.0,48.2,1935.0,859.0,349.0,119.0,2643.0,1927.0,20.9,67.5,1.6539
1846,1263.0,-200.0,19.5,1283.0,193.0,610.0,174.0,1863.0,1400.0,34.3,24.2,1.2857
1847,1383.0,-200.0,20.6,1314.0,524.0,785.0,188.0,1538.0,1793.0,16.7,47.3,0.8883
1848,773.0,-200.0,2.4,613.0,-200.0,1065.0,-200.0,1321.0,597.0,21.2,53.3,1.328
1849,1458.0,-200.0,24.2,1408.0,710.0,471.0,151.0,1889.0,1664.0,20.7,55.5,1.3414
1850,1033.0,-200.0,4.0,711.0,220.0,893.0,115.0,935.0,893.0,6.4,43.8,0.423
1851,867.0,-200.0,3.7,694.0,183.0,906.0,134.0,858.0,539.0,13.8,30.6,0.479
1852,1495.0,-200.0,11.7,1040.0,168.0,809.0,105.0,1735.0,1373.0,17.1,47.9,0.9281
1853,768.0,-200.0,3.3,671.0,79.0,1128.0,46.0,1153.0,700.0,13.6,57.6,0.8941
1854,-200.0,-200.0,-200.0,-200.0,453.0,-200.0,152.0,-200.0,-200.0,-200.0,-200.0,-200.0
1855,1138.0,-200.0,5.4,782.0,228.0,705.0,100.0,1321.0,926.0,14.1,75.5,1.2065
1856,1379.0,183.0,13.5,1101.0,184.0,818.0,138.0,1710.0,1602.0,17.9,45.9,0.9342
1857,1226.0,-200.0,15.4,1161.0,402.0,606.0,137.0,1368.0,1442.0,13.3,50.9,0.7745
1858,1580.0,644.0,19.9,1295.0,230.0,639.0,115.0,1957.0,1489.0,13.2,61.1,0.9256
1859,1420.0,-200.0,16.1,1183.0,592.0,488.0,136.0,1626.0,1520.0,12.8,71.8,1.0551
1860,1028.0,-200.0,3.9,703.0,166.0,783.0,114.0,1070.0,646.0,12.0,53.3,0.7472
1861,1182.0,-200.0,6.7,845.0,115.0,1054.0,99.0,1539.0,704.0,12.4,64.9,0.9332
1862,667.0,-200.0,0.4,429.0,57.0,1793.0,39.0,790.0,291.0,10.7,36.0,0.4623
1863,1178.0,-200.0,6.4,832.0,-200.0,858.0,-200.0,1542.0,844.0,28.2,48.6,1.8253
1864,986.0,-200.0,8.8,931.0,362.0,815.0,120.0,1011.0,976.0,18.3,19.5,0.4044
1865,1083.0,-200.0,5.8,804.0,208.0,702.0,128.0,1105.0,615.0,18.0,35.4,0.7233
1866,1128.0,-200.0,5.2,771.0,193.0,733.0,122.0,1178.0,923.0,11.7,62.1,0.8535
1867,979.0,-200.0,6.5,835.0,204.0,936.0,100.0,1338.0,700.0,28.4,28.3,1.0798
1868,912.0,88.0,3.7,694.0,61.0,1196.0,58.0,1343.0,727.0,8.7,64.3,0.7267
1869,1306.0,-200.0,20.1,1299.0,199.0,519.0,95.0,2116.0,1602.0,24.5,48.3,1.4593
1870,996.0,-200.0,6.9,853.0,135.0,796.0,92.0,1621.0,1023.0,23.1,48.8,1.3638
1871,1030.0,-200.0,12.3,1060.0,245.0,705.0,118.0,1588.0,852.0,35.5,21.2,1.2022
1872,1297.0,-200.0,24.2,1408.0,294.0,595.0,166.0,2134.0,1473.0,30.2,29.0,1.2224
1873,1100.0,-200.0,11.5,1034.0,-200.0,995.0,-200.0,1586.0,958.0,27.1,24.2,0.856
1874,1086.0,-200.0,9.2,946.0,126.0,847.0,89.0,1729.0,945.0,25.2,45.2,1.4262
1875,1306.0,-200.0,28.8,1522.0,244.0,535.0,121.0,2450.0,1545.0,22.8,47.9,1.3156
1876,1110.0,-200.0,13.4,1098.0,365.0,882.0,153.0,1450.0,1009.0,34.9,18.4,1.0106
1877,1081.0,-200.0,10.4,992.0,147.0,959.0,119.0,1680.0,935.0,20.2,47.2,1.1043
1878,797.0,-200.0,2.6,624.0,18.0,1074.0,33.0,1276.0,546.0,25.7,30.9,1.0048
1879,969.0,-200.0,6.8,850.0,70.0,857.0,77.0,1503.0,695.0,31.7,28.2,1.2962
1880,961.0,-200.0,2.9,643.0,163.0,914.0,124.0,1046.0,825.0,6.4,70.7,0.6848
1881,1140.0,-200.0,15.2,1155.0,320.0,733.0,112.0,1660.0,1105.0,23.6,42.8,1.23
1882,835.0,-200.0,4.5,739.0,47.0,1036.0,61.0,1382.0,694.0,21.2,37.6,0.9355
1883,962.0,-200.0,6.8,849.0,111.0,861.0,97.0,1559.0,804.0,31.7,31.5,1.4487
1884,1075.0,-200.0,11.1,1020.0,109.0,802.0,103.0,1732.0,797.0,33.3,23.9,1.2085
1885,886.0,-200.0,3.1,658.0,-200.0,1101.0,-200.0,1234.0,647.0,20.5,48.4,1.1557
1886,1051.0,-200.0,10.8,1008.0,102.0,911.0,90.0,1561.0,921.0,28.4,23.6,0.8983
1887,1107.0,-200.0,9.0,940.0,255.0,689.0,73.0,1403.0,985.0,15.5,73.3,1.2845
1888,1451.0,481.0,17.3,1219.0,327.0,661.0,127.0,1804.0,1633.0,15.0,49.3,0.8364
1889,1238.0,-200.0,14.8,1144.0,188.0,565.0,81.0,1939.0,1433.0,28.5,48.5,1.8607
1890,998.0,-200.0,7.0,856.0,65.0,894.0,62.0,1488.0,926.0,14.9,54.7,0.9203
1891,1090.0,-200.0,14.1,1119.0,117.0,756.0,107.0,1811.0,902.0,32.4,25.7,1.2271
1892,1061.0,-200.0,5.7,800.0,200.0,819.0,106.0,1232.0,862.0,12.6,74.3,1.0843
1893,1002.0,-200.0,3.9,704.0,105.0,1472.0,69.0,1202.0,752.0,16.0,61.6,1.1127
1894,1386.0,284.0,13.0,1083.0,159.0,798.0,109.0,1833.0,1159.0,11.9,73.7,1.0254
1895,1155.0,-200.0,14.3,1126.0,349.0,617.0,123.0,1511.0,1267.0,15.5,60.7,1.0591
1896,920.0,-200.0,2.2,601.0,87.0,974.0,80.0,920.0,925.0,3.9,65.5,0.5367
1897,1329.0,470.0,14.1,1119.0,182.0,707.0,107.0,1823.0,1288.0,19.6,41.8,0.9407
1898,1216.0,-200.0,14.4,1130.0,117.0,655.0,115.0,1994.0,1246.0,30.5,42.3,1.8173
1899,1011.0,-200.0,5.4,782.0,225.0,846.0,113.0,992.0,1019.0,6.8,48.6,0.4822
1900,842.0,-200.0,0.7,468.0,-200.0,1813.0,-200.0,1274.0,394.0,16.9,53.9,1.0309
1901,842.0,-200.0,2.8,640.0,40.0,1070.0,45.0,1293.0,595.0,23.7,46.7,1.3501
1902,1144.0,294.0,13.9,1114.0,181.0,845.0,128.0,1551.0,1010.0,20.6,22.6,0.5432
1903,1053.0,68.0,3.8,701.0,68.0,1147.0,81.0,1323.0,692.0,15.1,44.6,0.7574
1904,857.0,-200.0,3.5,685.0,24.0,1055.0,33.0,1331.0,451.0,39.2,20.2,1.4104
1905,1079.0,-200.0,10.2,985.0,-200.0,758.0,-200.0,1465.0,1009.0,15.3,56.3,0.9684
1906,880.0,-200.0,4.3,728.0,-200.0,1046.0,-200.0,1167.0,514.0,31.6,18.0,0.8243
1907,855.0,-200.0,6.0,812.0,53.0,982.0,71.0,1416.0,508.0,32.4,20.5,0.9806
1908,1031.0,-200.0,6.5,834.0,47.0,793.0,47.0,1640.0,737.0,32.5,39.4,1.8982
1909,924.0,-200.0,6.6,839.0,57.0,957.0,68.0,1453.0,849.0,23.5,32.7,0.9349
1910,1335.0,-200.0,14.2,1122.0,167.0,673.0,114.0,1840.0,1424.0,18.1,58.7,1.2072
1911,785.0,-200.0,2.4,612.0,18.0,1054.0,27.0,1443.0,614.0,22.5,61.8,1.6654
1912,1329.0,-200.0,22.3,1360.0,435.0,704.0,175.0,1768.0,1894.0,31.2,25.5,1.1379
1913,848.0,-200.0,1.9,578.0,120.0,1160.0,68.0,1068.0,679.0,13.2,62.5,0.943
1914,964.0,-200.0,6.5,833.0,-200.0,1003.0,-200.0,1489.0,647.0,20.0,40.4,0.9354
1915,961.0,-200.0,2.6,629.0,104.0,1011.0,69.0,1114.0,682.0,12.3,62.7,0.8947
1916,900.0,-200.0,3.8,701.0,117.0,1955.0,76.0,1127.0,749.0,9.1,80.0,0.9299
